RTENO,RTENAME,Av_HMindex
27045,RUTLEDGE,0.3514147698879242
27046,JULIETTE,0.3693859279155731
27047,WASHINGTON,0.220346137881279
27048,DEEPSTEP,0.297606885433197
27049,FINLEYSON,0.44246232509613037
27050,RENTZ,0.2320832908153534
27051,WADLEY,0.34287530183792114
27052,PITTS,0.343434602022171
27053,WORKMORE,0.2042510211467743
27054,DOVER,0.30765676498413086
27056,KELLER,0.39991995692253113
27057,BOSTON,0.40007007122039795
27102,FOLKS,0.16113154590129852
27111,PINEORA,0.41304102540016174
27112,VIDALIA,0.4122281074523926
27117,WARE CO,0.29716986417770386
27119,METASVILLE,0.22976015508174896
27123,WHITESBURG,0.4291788637638092
27155,COFFEE CO,0.40696775913238525
27156,RICEBORO,0.262426495552063
27158,TARVER,0.055279843509197235
27900,PIEDMONT NWR,0.06492512673139572
33001,NAPLES,0.19207006692886353
33002,MIVODEN,0.12509185075759888
33003,AVERY,0.017602358013391495
33004,GIFFORD,0.31391263008117676
33005,NEZPERCE,0.07737715542316437
33006,LOLO PASS,0.08212651312351227
33007,GRANGEVILLE,0.0775475725531578
33008,GOLDEN,0.08911644667387009
33010,BAKER,0.18175314366817474
33012,CAPE HORN,0.04886705428361893
33013,CHALLIS,0.05572427809238434
33014,LEADORE,0.1201261505484581
33015,DUBOIS,0.12411592155694962
33016,SQUIRREL,0.34034186601638794
33017,BLACKS CREEK,0.42196372151374817
33018,CENTERVILLE,0.08106077462434769
33020,CRATERS,0.14509464800357819
33021,SPRINGFIELD,0.5129103660583496
33022,RIRIE,0.6184331178665161
33023,TRIANGLE,0.10522278398275375
33025,MAGIC MTN,0.1263216733932495
33026,ACEQUIA,0.34637251496315
33027,POCATELLO,0.589276134967804
33029,COOLIN,0.16638538241386414
33109,NEZPERCE NF,0.0681907907128334
33111,CABARTON,0.1288546919822693
33119,SAWTOOTH CTY,0.057740937918424606
33124,PASADENA VAL,0.3055782616138458
33128,BLACKFT RES,0.3751735985279083
33202,MARBLE CREEK,0.019158300012350082
33204,JOEL,0.5188199877738953
33205,PIERCE,0.05088863521814346
33207,SALMON RIVER,0.05044690519571304
33208,BURGDORF,0.04052649438381195
33209,COBALT,0.05801264941692352
33211,CRANE CREEK,0.11375448107719421
33212,YELLOW PINE,0.030244575813412666
33213,SUNBEAM,0.04472559317946434
33214,IRON SPRINGS,0.05493718013167381
33217,SILVER CITY,0.08335689455270767
33218,FEATHERVILLE,0.10863155126571655
33219,PICABO,0.19502222537994385
33220,CAREY,0.0999264121055603
33221,MUD LAKE,0.43976813554763794
33222,BATES,0.3617479205131531
33223,DOUGAL RES,0.0844903215765953
33224,HOT SPRING,0.09324600547552109
33225,CEDAR HILL,0.5319523215293884
33226,ALMO,0.13917556405067444
33227,DANIELS RES,0.1529165506362915
33228,PRESTON,0.38620588183403015
33901,TWIN BUTTES,0.12040689587593079
33902,LOST RIVER,0.08654918521642685
33903,KYLE CANYON,0.04724260792136192
33904,CIRCULAR BU,0.06665010005235672
33905,TRACTOR FLAT,0.12183348834514618
33906,N FORK CDA R,0.015304351225495338
33907,ROCHAT DIVDE,0.07052572816610336
34001,GUILFORD,0.44591817259788513
34002,MILL CREEK,0.6229588985443115
34003,HOLCOMB,0.6409929394721985
34004,CHERRY VAL,0.6711430549621582
34005,BARRINGTON,0.8048746585845947
34006,ITASCA,0.908505916595459
34007,ATKINSON,0.6581472754478455
34008,GENESEO,0.6054460406303406
34009,PUTNAM,0.5599310994148254
34010,SHEFFIELD,0.5638623833656311
34011,BUDA,0.5972392559051514
34012,COMPTON,0.6889187693595886
34013,STREATOR,0.6186814904212952
34014,WAYNE,0.7537980079650879
34015,ESSEX,0.62898188829422
34016,NEWARK,0.6560300588607788
34017,SHERBURNVILL,0.6465853452682495
34018,NEW LENOX,0.7206377387046814
34019,GULFPORT,0.574084997177124
34020,STILLWELL,0.5591025352478027
34021,CHANDLERVILL,0.4635021984577179
34022,TERRE HAUTE,0.5259796380996704
34023,WILLIAMSFLD,0.5750105381011963
34024,CAMERON,0.6380457282066345
34025,BARTONVILLE,0.5630038380622864
34026,MONICA,0.5908165574073792
34027,DEER CREEK,0.6023541688919067
34028,MACKINAW,0.5915151238441467
34029,MINONK,0.6169474720954895
34030,MONTICELLO,0.6350110769271851
34031,FAIRBURY,0.5889136791229248
34032,PONTIAC,0.6071398854255676
34033,DAILEY,0.5883466601371765
34034,MILFORD,0.5951849818229675
34035,MELROSE,0.590477705001831
34036,BLUFF SPGS,0.5396243333816528
34037,ATHENSVILLE,0.47711682319641113
34038,CONCORD,0.5429402589797974
34039,BELLEVIEW,0.30259206891059875
34040,PAWNEE,0.584764838218689
34041,CLARKSDALE,0.58454430103302
34042,ROSAMOND,0.5857051610946655
34043,HUMPHREY,0.5766507983207703
34044,FAIRLAND,0.6308075189590454
34045,JANESVILLE,0.6111314296722412
34046,BRADBURY,0.5230714082717896
34047,HUMBOLDT,0.611307680606842
34048,MARTINSVILLE,0.5142069458961487
34049,COLUMBIA,0.5802192687988281
34050,MASCOUTAH LK,0.5864318609237671
34051,JAMESTOWN,0.6200814843177795
34052,ST MORGAN,0.6293317079544067
34053,BEAUCOUP,0.6268572211265564
34054,BRNT PRAIRIE,0.5000057816505432
34055,MT VERNON,0.5213265419006348
34056,OLNEY,0.510277271270752
34057,FLORA,0.5557570457458496
34058,BIRDS,0.5367777943611145
34059,PULASKI,0.40866589546203613
34060,BREMEN,0.3773833215236664
34061,BELKNAP,0.3415207266807556
34062,DELWOOD,0.21955034136772156
34063,BEAVERDAM LK,0.3563724458217621
34064,ROBINSON,0.5242744088172913
34065,SHANNON,0.6141964197158813
34066,CALEDONIA,0.6292234659194946
34067,SHERRARD,0.5490565896034241
34068,TROY GROVE,0.6573653817176819
34069,SENECA,0.6173877716064453
34070,CAMP POINT,0.527061939239502
34071,DUNCAN MILLS,0.4606437087059021
34072,GREENVIEW,0.5608447194099426
34073,LE ROY,0.5929447412490845
34074,ELDRED,0.3958456516265869
34075,NILWOOD,0.5709365010261536
34076,YALE,0.5832613110542297
34077,YORK,0.4629247784614563
34078,DARMSTADT,0.6189486980438232
34079,BROWNVILLE,0.4862511456012726
34080,SANDUSKY,0.2941540479660034
34081,CAVE IN ROCK,0.25556227564811707
35001,GARY,0.8145061135292053
35002,HEBRON,0.649709165096283
35003,SOUTH BEND,0.668213963508606
35004,KNOX,0.559136688709259
35005,KEWANNA,0.6102595925331116
35006,MIDDLEBURY,0.5741995573043823
35007,COLUMBIA CTY,0.6615398526191711
35008,PACKERTOWN,0.5742698907852173
35009,ELLIS,0.5114166140556335
35010,FOWLER,0.5741586089134216
35011,W LAFAYETTE,0.6144428253173828
35012,MONTICELLO,0.6110366582870483
35013,GALVESTON,0.6166694760322571
35014,THORNTOWN,0.6102498173713684
35016,MIDDLETOWN,0.6492850184440613
35017,MUNCIE,0.6474130749702454
35018,SWAYZEE,0.637660026550293
35019,WABASH,0.6142968535423279
35020,BERNE,0.6627563238143921
35021,PIMENTO,0.47683244943618774
35022,BRAZIL,0.5798420906066895
35023,BELMONT,0.22591117024421692
35024,FRIENDSWOOD,0.6328035593032837
35025,JAMESTOWN,0.5955849885940552
35026,SPENCER,0.5189028382301331
35027,AZALIA,0.48884445428848267
35028,SEXTON,0.6085543036460876
35029,MILROY,0.6204600930213928
35030,SHELBYVILLE,0.6198301315307617
35031,BROOKVILLE,0.5314958691596985
35032,WASHINGTON,0.6232540607452393
35033,CUMBACK,0.5067437291145325
35034,MILLERSBURG,0.5511574149131775
35035,INDIAN SPGS,0.3911512792110443
35036,CELESTINE,0.388092041015625
35037,CLEAR SPRING,0.34053635597229004
35038,NEW PHILA,0.407206267118454
35039,CORYDON,0.3253272473812103
35040,VEVAY,0.34079211950302124
35041,SCOTTSBURG,0.5242071747779846
35042,EVANSVILLE,0.5747316479682922
35103,LAKEVILLE,0.5516102313995361
35115,KOKOMO,0.6857175827026367
35900,HOOSIER,0.10405619442462921
35901,INDIANA DUNE,0.5649242401123047
36001,MT HAMILL,0.38569992780685425
36002,EXLINE,0.38207119703292847
36003,MELROSE,0.36283573508262634
36004,BEDFORD,0.4201224446296692
36005,COLLEGE SPGS,0.4975191354751587
36006,BRYANT,0.5968902111053467
36007,WEST LIBERTY,0.5809796452522278
36008,CEDAR VALLEY,0.6173555254936218
36009,BROOKLYN,0.5511595010757446
36010,WILLIAMSBURG,0.5632143616676331
36011,RED ROCK,0.5548473596572876
36013,PANTHER,0.6344159841537476
36014,WASHINGTON,0.6335169076919556
36015,NEOLA,0.6299622058868408
36016,WALES,0.5164430141448975
36017,MAQUOKETA,0.5373643040657043
36018,ALICE,0.5895082950592041
36019,PRAIRIEBURG,0.6203601956367493
36020,HUDSON,0.6121318936347961
36021,DINSDALE,0.651036262512207
36022,KANAWHA,0.5938360095024109
36024,SCRANTON,0.6511510610580444
36025,CLARE,0.6374191045761108
36026,PIERSON,0.6510564684867859
36027,WASHTA,0.5167112946510315
36028,SIOUX CITY,0.6884055137634277
36029,FESTINA,0.49130868911743164
36030,DAVIS CORNER,0.5744614005088806
36032,TITONKA,0.6025682687759399
36033,GAZA,0.6608045101165771
36034,ROCK VALLEY,0.6757608652114868
36108,TIPTON,0.6022335290908813
36123,MCCALLSBURG,0.6338415741920471
36131,BURCHINAL,0.6075867414474487
38001,MELROSE,0.3739345967769623
38002,GALESBURG,0.33984842896461487
38003,HUMBOLDT,0.3742139935493469
38004,LAPLAND,0.13984911143779755
38006,WELLINGTON,0.599141001701355
38007,DALTON,0.5409851670265198
38008,ST JOHN,0.5166945457458496
38009,COATS,0.27090880274772644
38010,COLDWATER,0.23747003078460693
38011,ASHLAND,0.1988079845905304
38012,LAKIN,0.4416493773460388
38013,OLATHE,0.5488592386245728
38014,DOVER,0.35117560625076294
38015,BARCLAY,0.3369193375110626
38016,WREFORD,0.30908384919166565
38017,ELLINOR,0.46527785062789917
38019,BUCKEYE,0.40693652629852295
38020,ALBERT,0.4003925621509552
38021,KANOPOLIS,0.22660130262374878
38022,GRAY,0.43023377656936646
38023,HAYS,0.3096641004085541
38024,WALLACE,0.42380550503730774
38025,LEOVILLE,0.37389466166496277
38026,GRANTVILLE,0.40589872002601624
38027,ROCK CREEK,0.3842529058456421
38028,HANOVER,0.43520987033843994
38029,SENECA,0.5049870014190674
38030,HOLLENBERG,0.38261258602142334
38031,MINNEAPOLIS,0.3388402760028839
38032,COVERT,0.3075264096260071
38033,JEWELL,0.3569568693637848
38034,PHILLIPSBURG,0.29299110174179077
38035,LOGAN,0.3681263029575348
38036,GOVE,0.30565184354782104
38037,MISSLER,0.5086081027984619
38038,RULETON,0.4207193851470947
38105,LONGTON,0.14940539002418518
38118,SOLOMON,0.41396018862724304
39001,CUMBERLND GP,0.18997026979923248
39002,LOVELACEVILE,0.49748361110687256
39003,SHILOH,0.49000003933906555
39004,CANTON,0.41483956575393677
39005,KEYSBURG,0.6005599498748779
39006,CEDAR GROVE,0.550266444683075
39007,IRON BRIDGE,0.414039671421051
39008,SULPHUR LICK,0.36704355478286743
39009,HEGIRA,0.23545794188976288
39010,SUNNYBROOK,0.3555729389190674
39011,MONTICELLO,0.29260027408599854
39012,BARDWELL,0.38696062564849854
39013,PHELPS,0.30093520879745483
39015,PIPPA PASSES,0.3280998766422272
39016,MCKEE,0.3210134506225586
39018,BEATTYVILLE,0.31513968110084534
39019,LEVEE,0.3397153615951538
39020,MILLION,0.5015475749969482
39021,KINGS MTN,0.3295591175556183
39022,HUSTONVILLE,0.34643909335136414
39023,MCBRAYER,0.4550975263118744
39024,HODGENVILLE,0.44747379422187805
39025,MERRIMAC,0.36909133195877075
39026,JOHNSONVILLE,0.3326551616191864
39027,RADCLIFF,0.47590914368629456
39028,DEMUNBRUNS,0.3307892978191376
39029,GATEWOOD,0.43686747550964355
39030,HUDSON,0.38751423358917236
39031,EASTVIEW,0.5007196664810181
39032,DRAKESBORO,0.4128570258617401
39033,BOXVILLE,0.5448809862136841
39034,DANIEL BOONE,0.34640753269195557
39035,DIXIE,0.5510236024856567
39036,JOY,0.2833104431629181
39038,GOSHEN,0.5011531710624695
39039,GLENCOE,0.32246699929237366
39040,BUENA VISTA,0.4065884053707123
39041,PORTER,0.2856745421886444
39042,SEWELL SHOP,0.42221981287002563
39043,PLUM,0.3699592053890228
39044,EAST UNION,0.2583542764186859
39046,KEHOE,0.28100883960723877
39114,STAFFORDSVIL,0.3473398983478546
39117,CAMPTON,0.24289889633655548
39137,PLEASUREVILL,0.4123729169368744
39145,CARTER,0.2772577106952667
39900,MAMMOTH CAVE,0.09335580468177795
42003,FREETOWN,0.49186062812805176
42009,ROSELAND,0.5639307498931885
42010,BICKHAM,0.36500832438468933
42011,KEYSTONE,0.645420253276825
42012,PLETTENBERG,0.24145379662513733
42015,HACKBERRY,0.3698781728744507
42016,DE RIDDER,0.28930357098579407
42017,SHAW,0.23352716863155365
42018,MAYFLOWER,0.40066730976104736
42019,DERRY,0.2237711399793625
42020,FISHVILLE,0.34084150195121765
42023,MER ROUGE,0.483605295419693
42024,RAYVILLE,0.4840160608291626
42026,CLAY,0.270504355430603
42027,LONGSTREET,0.3405633270740509
42029,LAROSE,0.4948309361934662
42030,GLENCOE,0.48973867297172546
42031,ESTHER,0.43920278549194336
42032,GREENSBERG,0.4154139757156372
42033,RAMAH,0.20077519118785858
42034,MAURICE,0.5826323628425598
42036,TROUT,0.2519158720970154
42037,MANY,0.35652923583984375
42038,FLOYD,0.49722033739089966
42039,MARION,0.21226677298545837
42053,GONZALES,0.4687683582305908
42055,RICHARD,0.549497127532959
42062,WOMACK,0.24014022946357727
42101,BETAIR,0.5015968084335327
42102,GRAND ISLE,0.3579791486263275
42104,KRAEMER,0.37167635560035706
42105,BERWICK,0.3563077449798584
42106,LTL CHENIER,0.21716351807117462
42113,VILLE PLATTE,0.5198501944541931
42122,BURR FERRY,0.16658525168895721
42125,CHENIERE,0.3236771523952484
42128,HAUGHTON,0.36723577976226807
42137,FORT JESSUP,0.22663402557373047
42140,IVAN,0.1770513653755188
42208,PEARL RIVER,0.43659451603889465
42214,PINE PRAIRIE,0.3234683871269226
42221,NATCHEZ,0.20123817026615143
42314,TURKEY CREEK,0.24410031735897064
42903,RIVER ROAD,0.5130311846733093
42904,TENSAS NWR,0.06342261284589767
42905,ATCHAFALAYA,0.21160900592803955
42906,BATON ROUGE,0.7146065831184387
44001,CAPE NEDDICK,0.4900991916656494
44002,WESTBROOK,0.45188453793525696
44003,BIDDEFORD,0.3893722593784332
44004,KITTERY PT,0.5154497027397156
44005,NEWCASTLE,0.36123836040496826
44006,WILSON MILLS,0.09629059582948685
44007,BETHEL,0.2187296748161316
44008,TURNER,0.48775166273117065
44009,GREENWOOD,0.3147876262664795
44010,REEDS,0.1956300288438797
44011,SOUTH ARM,0.16832153499126434
44012,OTISFIELD GR,0.46805280447006226
44013,HARTFORD,0.3346320688724518
44014,BOWDOIN CTR,0.3596809506416321
44016,EAST TROY,0.25912171602249146
44018,FREEDOM,0.2855391800403595
44019,HARMONY,0.3041676878929138
44021,BROOKS,0.32198721170425415
44022,HERMON,0.36215850710868835
44023,EASTBROOK,0.11674027144908905
44024,HANCOCK,0.3324040472507477
44025,CASTINE,0.30321183800697327
44026,AURORA,0.13478876650333405
44027,COOPER,0.08170223981142044
44028,DEBLOIS,0.13727475702762604
44029,NORTHFIELD,0.05220185965299606
44030,MOOSE RIVER,0.19809763133525848
44031,CARRYING PL,0.07039626687765121
44032,CARRABASSETT,0.24468159675598145
44033,CHARLESTON,0.13834364712238312
44035,SEBOOMOOK LK,0.0824241191148758
44036,GREENVILLE,0.12699371576309204
44037,CAMBRIDGE,0.22402623295783997
44038,WINN,0.17910607159137726
44039,WYTOPITLOCK,0.11032985150814056
44040,BENEDICTA,0.11492609232664108
44041,MEDWAY,0.27316558361053467
44042,HUDSON,0.2192128598690033
44043,GRND LK STRM,0.1352812796831131
44045,FOREST STA,0.11572775989770889
44046,CLAYTON LAKE,0.005135607440024614
44048,LUDLOW,0.16558600962162018
44049,WASHBURN,0.4442406892776489
44050,HORSE MTN,0.026398353278636932
44051,ASHLAND,0.19063283503055573
44052,BOUNDARY,0.455304890871048
44053,FT FAIRFIELD,0.43975692987442017
44054,ST DAVID,0.30726855993270874
44055,BIG TWENTY,0.005676802713423967
44056,WEEKS BROOK,0.007974657230079174
44057,TELOS,0.011091388761997223
44058,PRIESTLY BR.,0.004945442546159029
44059,BAKER LAKE,0.016136616468429565
44060,YANKEETULADI,0.04137146472930908
44115,ROME,0.32425838708877563
44117,JEFFERSON,0.33242878317832947
44120,CHURCH HILL,0.30437034368515015
44134,NESOWADNEHUN,0.006762383040040731
44144,TOPSFIELD,0.08524267375469208
44147,HERON LAKE,0.00601655337959528
46001,FLOYD,0.3463152348995209
46003,VINDEX,0.35657739639282227
46004,OLDTOWN,0.12450707703828812
46005,POTOMAC PARK,0.44637709856033325
46006,WILLIAMSPORT,0.5859057903289795
46007,SMITHSBURG,0.45124778151512146
46008,WOLFSVILLE,0.44022077322006226
46009,EMMITSBURG,0.5249744057655334
46011,OLNEY,0.5264623165130615
46012,NORWOOD,0.7741774320602417
46013,WARFIELDSBRG,0.547234296798706
46014,PLEASANT VAL,0.5847399234771729
46015,BACHMAN MILL,0.5009382367134094
46016,FOWBLESBURG,0.5158008933067322
46017,EKLO,0.539354145526886
46018,RANDALLSTOWN,0.5635937452316284
46019,UPPER XRDS,0.6805932521820068
46020,VAN BIBBER,0.5203256607055664
46021,JONES,0.7976932525634766
46022,BELTSVILLE,0.7320968508720398
46024,CHELTENHAM,0.65793609619140625
46025,BROOMES ISL,0.4745478332042694
46027,TALL TIMBERS,0.47732478380203247
46028,LA PLATA,0.6079515814781189
46029,HUGHESVILLE,0.471259206533432
46030,POMONKEY,0.44720059633255005
46031,POMFRET,0.3854370415210724
46032,THEODORE,0.49854588508605957
46033,NORTHEAST,0.5195754170417786
46034,ELKTON,0.5753931999206543
46035,MILLINGTON,0.5124003291130066
46036,MELITOTA,0.5509575605392456
46037,PINEY NECK,0.565878689289093
46038,HARMONY,0.5864842534065247
46039,MATTHEWS,0.5307368040084839
46040,EASTON,0.5870344638824463
46041,GOLDEN HILL,0.4371338188648224
46042,HONGA,0.19706471264362335
46043,MADISON,0.16209165751934052
46044,VIENNA,0.5214529037475586
46045,FRUITLAND,0.5019133687019348
46046,MARDELA,0.5504400730133057
46047,COKESBURY,0.40140944719314575
46048,NEWARK,0.3593064546585083
46051,JENNINGS,0.33864736557006836
46052,STEYER,0.3660290539264679
46053,FINZEL,0.29774269461631775
46054,GREEN RIDGE,0.16553165018558502
46055,PINEY GROVE,0.29269999265670776
46102,ACCIDENT,0.35318613052368164
46110,WHEATON,0.7133805751800537
46112,IJAMSVILLE,0.5490500926971436
46121,SEVERNA PARK,0.687298595905304
46123,DAVIDSNVILLE,0.5026368498802185
46125,ISLAND CREEK,0.45699694752693176
46126,PR FREDERICK,0.5044671297073364
46149,BERLIN,0.3783431947231293
46150,INDIANTOWN,0.397088885307312
46900,GROVE NECK,0.5632972121238708
46901,BALD FRIAR,0.5206356644630432
46902,FAIR HILL,0.5732066631317139
47001,E DENNIS,0.5579332709312439
47003,MARION,0.45287618041038513
47004,WELLFLEET,0.49018093943595886
47005,PRATTVILLE,0.5534933805465698
47006,BROCKTON,0.5869774222373962
47007,NEWBURYPORT,0.5645569562911987
47008,MAYNARD,0.5297082662582397
47009,LITTLETON,0.525522768497467
47010,N OXFORD,0.54548579454422
47011,MANSFIELD,0.6519798636436462
47014,BELCHERTOWN,0.4333856999874115
47015,WARREN,0.4817296862602234
47016,S BARRE,0.4473835527896881
47017,N ORANGE,0.3038508892059326
47018,CUMMINGTON,0.2757245600223541
47019,CHESTERFIELD,0.31873589754104614
47021,PITTSFIELD,0.4265460968017578
47022,SHEFFIELD,0.3161866068840027
47102,GAY HEAD,0.3064870238304138
47112,HOLDEN,0.5289604663848877
47113,N. ANDOVER,0.5088027715682983
47120,HANCOCK,0.32587069272994995
47900,WARE RIVER,0.28081461787223816
47901,CAPE COD NS,0.3438453674316406
49001,ONTONAGON,0.2151375412940979
49002,BERGLAND,0.21324250102043152
49003,MARENISCO,0.16217361390590668
49004,BOOTJACK,0.2149525135755539
49005,NED LAKE,0.12587198615074158
49006,HERMAN,0.23545145988464355
49007,CRYSTAL FLS,0.25083890557289124
49008,GIBBS CITY,0.05028297007083893
49009,MAPLE GROVE,0.1308385580778122
49010,ISHPEMING,0.28835973143577576
49011,BROCKY LAKE,0.19526483118534088
49012,WILSON,0.23488399386405945
49013,CUNARD,0.3101164698600769
49014,SHINGLETON,0.12043183296918869
49015,CREIGHTON,0.07208491861820221
49016,ISABELLA,0.15645374357700348
49017,BEAR LAKE,0.231536865234375
49018,SCOTTVILLE,0.1602870672941208
49019,BIG BLUE LK,0.46088308095932007
49020,LAWRENCE,0.4989393353462219
49021,BRAVO,0.3736417591571808
49022,NEW TROY,0.5959345102310181
49023,MUSKALLONGE,0.09330679476261139
49024,TAHQUAMENON,0.05775173380970955
49025,GILCHRIST,0.1417638063430786
49026,PLEASANT VAL,0.299254447221756
49027,LAKE CITY,0.3759092390537262
49029,SKEGEMOG PT,0.26086926460266113
49032,NASHVILLE,0.4296282231807709
49033,COOPERSVILLE,0.5372660160064697
49034,BELDING,0.5514811873435974
49035,GALESBURG,0.5270805954933167
49036,HOWARDSVILLE,0.47878390550613403
49037,MONTEREY,0.31717449426651
49038,REMUS,0.3866690397262573
49039,MOTTVILLE,0.5200510621070862
49040,RACO,0.06214313209056854
49041,PICKFORD,0.327484667301178
49042,RIGGSVILLE,0.22160276770591736
49043,WALLOON LAKE,0.3578397333621979
49044,BRUSH CREEK,0.10161463916301727
49045,SKEELS,0.2506774961948395
49046,FREDERIC,0.14727984368801117
49047,RED OAK,0.1701442301273346
49048,OBERLIN,0.2411136031150818
49049,ST CHARLES,0.6446225643157959
49050,NO BRADLEY,0.4193551242351532
49051,OLA,0.6189715266227722
49052,MAPLE RAPIDS,0.5773387551307678
49053,BELL OAK,0.568996787071228
49054,HOLT,0.5729304552078247
49055,HOMER,0.5514326691627502
49056,FOWLERVILLE,0.5339775681495667
49057,ADRIAN,0.636809229850769
49058,PRATTVILLE,0.4976637065410614
49059,CATHRO,0.3301341235637665
49060,BEAVER LAKE,0.11006771773099899
49061,SAND LAKE,0.14817334711551666
49063,JUNIATA,0.5157180428504944
49064,OWENDALE,0.5493260025978088
49065,NORTH BRANCH,0.5066995024681091
49070,DECKERVILLE,0.5214410424232483
49071,TYRE,0.591585099697113
49072,ADAIR,0.5575464963912964
49073,WALDENBURG,0.5547448992729187
49128,HARRIETTA,0.18418225646018982
49130,CEDAR RUN,0.48146671056747437
49131,HUNGERFORD,0.359310507774353
49162,HERRON,0.3680589497089386
49166,ROCHESTER,0.44167858362197876
49167,HAMBURG,0.5370694398880005
49168,HARTLAND,0.5750784873962402
49900,CHIPPEWA LK.,0.3637996017932892
49901,IMP LAKE,0.1209929883480072
49902,PINE RIVER,0.03970140218734741
49903,HIAWATHA NF,0.05899678170681
49904,BETCHLER LKS,0.03120092861354351
49905,NEW BUFFALO,0.49328044056892395
49906,SENEY NWR,0.02044511027634144
49907,ALLEGAN WMA,0.296013206243515
49908,SIDNAW,0.028150100260972977
49909,ALMENA,0.4216550290584564
49910,BARRY S.G.A.,0.3237912058830261
50001,MONEY CREEK,0.4132848083972931
50002,CHATFIELD,0.4607180953025818
50003,HARTLAND,0.5944107174873352
50004,HUNTLEY,0.6138991713523865
50005,CHANDLER,0.5847681760787964
50006,ASH CREEK,0.6162766218185425
50007,MILLVILLE,0.44385743141174316
50008,LAKEVILLE,0.6928641200065613
50009,MINNETONKA,0.5600653886795044
50010,ARLINGTON,0.6560533046722412
50011,COURTLAND,0.6473070979118347
50012,REDWOOD FALL,0.6262144446372986
50013,MAYNARD,0.6243999600410461
50014,DAWSON,0.6130936145782471
50015,PRINCETON,0.5459074378013611
50016,OSSEO,0.58867645263671875
50017,KNAPP,0.5699552893638611
50018,ST STEPHEN,0.5555359721183777
50019,APPLETON,0.5161734819412231
50020,GLUEK,0.6067785024642944
50021,CHOKIO,0.5411853194236755
50022,CROMWELL,0.1950497329235077
50023,WIGWAM BAY,0.28512531518936157
50024,MILLE LACS,0.12656715512275696
50025,BACKUS,0.14297723770141602
50026,PINE RIVER,0.25147706270217896
50027,EDWARDS,0.43870773911476135
50028,EVERGREEN,0.30628544092178345
50029,GLYNDON,0.6043540239334106
50030,TENNEY,0.5327784419059753
50031,HOVLAND,0.09226831048727036
50032,LOCKPORT,0.01681903377175331
50033,SAWBILL LNDG,0.026282861828804016
50034,HART LAKE,0.07377578318119049
50035,FLOODWOOD,0.09334198385477066
50036,ISLAND LAKE,0.3719334900379181
50037,COHASSET,0.19777418673038483
50038,SHERRY LAKE,0.10901455581188202
50039,BENA,0.1378696858882904
50040,BEMIDJI,0.20915454626083374
50041,OKLEE,0.5030354857444763
50042,DEBS,0.1979086548089981
50043,BELTRAMI,0.4801410138607025
50044,WYLIE,0.5395520329475403
50045,CRANE LAKE,0.04116792604327202
50046,LITTLE FORK,0.13231627643108368
50047,LUDE,0.17001357674598694
50048,WASKISH,0.04052509739995003
50049,ERIE,0.41083434224128723
50050,GRYGLA,0.4655402600765228
50051,BADGER,0.32283973693847656
50052,LAKE BRONSON,0.19565092027187347
50053,CALEDONIA,0.3734895586967468
50054,LE ROY,0.553866982460022
50055,AUSTIN,0.5650233626365662
50056,FAIRMONT,0.6179954409599304
50057,WORTHINGTON,0.6307107210159302
50058,FRONTENAC,0.47810232639312744
50059,LE CENTER,0.5757806897163391
50060,FRANKLIN,0.6318098902702332
50061,TRACY,0.538232147693634
50062,TYLER,0.5314823985099792
50063,PINE CITY,0.3490387797355652
50064,NEW LONDON,0.5625820159912109
50065,GLENWOOD,0.433631032705307
50066,CHOKIO,0.543535590171814
50067,MAHTOWA,0.2685403525829315
50068,MCGREGOR,0.11144150793552399
50069,BRAINERD,0.3715410530567169
50070,ASHBY,0.34222525358200073
50071,SAWBILL CAMP,0.04901070520281792
50072,JORDAN,0.03210722282528877
50073,BABBITT,0.23235009610652924
50074,BIGFORK,0.07807961851358414
50075,BLACKDUCK,0.04457023739814758
50076,BAGLEY,0.16334618628025055
50077,LOCKHART,0.5744605660438538
50078,GLENDALE,0.03170394152402878
50080,RED LAKE,0.017919495701789856
50081,WARROAD,0.41667503118515015
50082,GREENBUSH,0.21617554128170013
50139,CASS LAKE,0.04066639021039009
50140,NEBISH,0.21879731118679047
50900,SHERBURNE NR,0.2379789650440216
50902,TAMARAC NWR,0.053730159997940063
50903,WHITEWATER,0.5090736746788025
50904,BIG STONE,0.34299197793006897
51002,BEVERLY,0.12729434669017792
51003,DUNDEE,0.4119882583618164
51004,COMMERCE,0.5362687706947327
51005,TCHULA,0.400981068611145
51006,BENTON,0.3705877959728241
51007,ISOLA,0.41465049982070923
51008,UTICA,0.32807427644729614
51009,LUCIEN,0.328994482755661
51010,FAYETTE,0.17449942231178284
51011,OLIVE BRANCH,0.4804680645465851
51012,COCKRUM,0.403213232755661
51014,DUCK HILL,0.24075578153133392
51015,FOREST,0.3007907271385193
51016,LAKE,0.3742971122264862
51017,MT CARMEL,0.31778374314308167
51018,COLUMBIA,0.26182666420936584
51020,CYBUR,0.3317401707172394
51021,CORINTH,0.36265528202056885
51022,TUPELO,0.501471221446991
51023,MACON,0.4186100959777832
51024,SCOOBA,0.1360899657011032
51025,ABERDEEN,0.5116047859191895
51026,DUFFEE,0.35597020387649536
51027,NEELY,0.12682875990867615
51028,WAYNESBORO,0.260500431060791
51030,BENNDALE,0.24125777184963226
51101,FORT ADAMS,0.13185551762580872
51104,MOON,0.5699398517608643
